filename,id,title,text,sentence_count,sentence,question,answer
wiki_53,1344286,Gilgit-Baltistan Birleşik Hareketi,Gilgit-Baltistan Birleşik Hareketi (GBUM) - Gilgit-Baltistan Skardu merkezli Kuzey Alanları olarak da bilinen Gilgit ve Baltistan bölgelerinde yerel politikacılar tarafından desteklenen özerk devlet talep eden siyasi bir otonomist hareket.,1,Gilgit-Baltistan Birleşik Hareketi (GBUM) - Gilgit-Baltistan Skardu merkezli Kuzey Alanları olarak da bilinen Gilgit ve Baltistan bölgelerinde yerel politikacılar tarafından desteklenen özerk devlet talep eden siyasi bir otonomist hareket.,Gilgit-Baltistan Birleşik Hareketi'nin (GBUM) temel talebi nedir?,Özerk bir devlet talep etmektedir.
wiki_54,1349815,Akdeniz Futsal Kupası,Akdeniz Futsal Kupası Akdeniz'i oluşturan ülkelerin millî takımları arasında oynanan bir futsal turnuvasıdır.,1,Akdeniz Futsal Kupası Akdeniz'i oluşturan ülkelerin millî takımları arasında oynanan bir futsal turnuvasıdır.,Akdeniz Futsal Kupası hangi takımlar arasında oynanır?,Akdeniz'i oluşturan ülkelerin millî takımları arasında oynanır.
wiki_55,1355399,1986 FIBA Dünya Basketbol Şampiyonası,1986 yılında 5 temmuz - 19 temmuz tarihleri arasında İspanya'da düzenlenen FIBA Dünya Basketbol Dünya Şampiyonasında ABD takımı şampiyon oldu.,1,1986 yılında 5 temmuz - 19 temmuz tarihleri arasında İspanya'da düzenlenen FIBA Dünya Basketbol Dünya Şampiyonasında ABD takımı şampiyon oldu.,1986 FIBA Dünya Basketbol Dünya Şampiyonası'nda hangi takım şampiyon olmuştur?,ABD takımı şampiyon olmuştur.
wiki_58,1369174,John Latham,"John Latham (27 Haziran 1740 - 4 Şubat 1837) İngiliz doktor, doğa tarihçisi, ornitolog ve yazar.",1,"John Latham (27 Haziran 1740 - 4 Şubat 1837) İngiliz doktor, doğa tarihçisi, ornitolog ve yazar.",John Latham'ın bilinen meslekleri veya ilgi alanları nelerdi?,"John Latham, İngiliz doktor, doğa tarihçisi, ornitolog ve yazardı."
wiki_59,1375867,Aşk Sahnede,"Aşk Sahnede, Gökhan Tepe'nin 2011 çıkışlı altıncı stüdyo albümüdür.",1,"Aşk Sahnede, Gökhan Tepe'nin 2011 çıkışlı altıncı stüdyo albümüdür.",Gökhan Tepe'nin 'Aşk Sahnede' adlı albümü kaçıncı stüdyo albümüdür?,Gökhan Tepe'nin 'Aşk Sahnede' adlı albümü altıncı stüdyo albümüdür.
wiki_66,1402163,NTV tarafından yayınlanan programların listesi,NTV'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarının bir listesidir.,1,NTV'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarının bir listesidir.,"Bu liste, NTV'nin programlarını hangi zaman dilimlerine göre içermektedir?","Bu liste, NTV'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan programları içermektedir."
wiki_67,1405146,Gey bağlantılı bağışıklık yetmezliği,"Gay bağlantılı bağışıklık yetmezliği (GRID veya GBBY) (bazen gay vebası) ilk kez 1982 yılında bu isimle tanımlandı sonrasında AIDS adını aldı, sonrasında halk sağlığı bilim adamlarının Güney Kaliforniya ve New York'taki gey erkekler üzerinde Kaposi sarkomu ve ""Pneumocystis"" pneumonia kümelerini buldular.",1,Gay bağlantılı bağışıklık yetmezliği (GRID veya GBBY) (bazen gay vebası) ilk kez 1982 yılında bu isimle tanımlandı sonrasında AIDS adını aldı.,GRID veya GBBY hastalığı (bazen 'gay vebası' olarak da bilinen) ilk kez ne zaman tanımlanmış ve daha sonra hangi adı almıştır?,Gay bağlantılı bağışıklık yetmezliği (GRID veya GBBY) ilk kez 1982 yılında tanımlanmış ve sonrasında AIDS adını almıştır.
wiki_70,1415707,Dassow,"Dassow, Almanya'da Mecklenburg-Vorpommern eyaletinde yer alan bir şehirdir.",1,"Dassow, Almanya'da Mecklenburg-Vorpommern eyaletinde yer alan bir şehirdir.",Dassow nerede yer almaktadır?,"Dassow, Almanya'da Mecklenburg-Vorpommern eyaletinde yer alan bir şehirdir."
wiki_71,1419271,Prangasız Mahkumlar,"Prangasız Mahkûmlar, başrollerinde Yılmaz Güney ve Filiz Akın'ın oynadığı yönetmenliğini ise Orhon Murat Arıburnu'nun yaptığı 1964 yapımı Türk filmidir.",1,"Prangasız Mahkûmlar, başrollerinde Yılmaz Güney ve Filiz Akın'ın oynadığı yönetmenliğini ise Orhon Murat Arıburnu'nun yaptığı 1964 yapımı Türk filmidir.",Prangasız Mahkûmlar filminin yönetmenliğini kim üstlenmiştir?,Filmin yönetmenliğini Orhon Murat Arıburnu üstlenmiştir.
wiki_72,1422227,Elterlein,"Elterlein, Almanya'da Saksonya eyaletinde yer alan bir şehirdir.",1,"Elterlein, Almanya'da Saksonya eyaletinde yer alan bir şehirdir.",Elterlein hangi ülkede ve hangi eyalette yer almaktadır?,"Almanya'da, Saksonya eyaletinde yer almaktadır."
wiki_73,1424833,Eşkiya Celladı,"Eşkiya Celladı, başrollerinde Yılmaz Güney ve Nebahat Çehre'nin oynadığı yönetmenliğini ise Remzi Jöntürk'ün yaptığı 1967 yapımı Türk filmidir.",1,"Eşkiya Celladı, başrollerinde Yılmaz Güney ve Nebahat Çehre'nin oynadığı yönetmenliğini ise Remzi Jöntürk'ün yaptığı 1967 yapımı Türk filmidir.",Eşkiya Celladı filminin yönetmenliğini kim üstlenmiştir?,Eşkiya Celladı filminin yönetmenliğini Remzi Jöntürk üstlenmiştir.
wiki_76,1433638,Tabancalar listesi,Aşağıdaki tabloda kayda değer tabancalar listelenmektedir.,1,Aşağıdaki tabloda kayda değer tabancalar listelenmektedir.,Metinde bahsedilen tabloda ne tür nesneler listelenmektedir?,Metinde bahsedilen tabloda 'kayda değer tabancalar' listelenmektedir.
wiki_78,1441891,Barış Dilaver,"Barış Dilaver (İstanbul, 1975) bale sanatçısı (dans, koreografi) ve film / belgesel yönetmeni.",1,"Barış Dilaver (İstanbul, 1975) bale sanatçısı (dans, koreografi) ve film / belgesel yönetmeni.",Metne göre Barış Dilaver hangi mesleki unvanlara sahiptir?,"Barış Dilaver bale sanatçısı (dans, koreografi) ve film / belgesel yönetmenidir."
wiki_80,1447415,Mısır için Demokratik İttifak,"Mısır için Demokratik İttifak, Mısır'da 11 siyasi partinin kurduğu en büyük bloktur.",1,"Mısır için Demokratik İttifak, Mısır'da 11 siyasi partinin kurduğu en büyük bloktur.",Mısır için Demokratik İttifak ne tür bir oluşumdur?,Mısır'da 11 siyasi partinin bir araya gelerek kurduğu en büyük siyasi bloktur.
wiki_81,1451264,Plains of the Purple Buffalo,Plains of the Purple Buffalo Britanyalı/Amerikalı rock grubu *shels'in 2011 yılında yayınladığı ikinci albümüdür.,1,Plains of the Purple Buffalo Britanyalı/Amerikalı rock grubu *shels'in 2011 yılında yayınladığı ikinci albümüdür.,Plains of the Purple Buffalo albümünü hangi rock grubu yayınlamıştır?,*shels.
wiki_83,1458793,Eucalyptus marginata,"Eucalyptus marginata, ""Eucalyptus"" cinsine bağlı bir bitki türüdür.",1,"Eucalyptus marginata, ""Eucalyptus"" cinsine bağlı bir bitki türüdür.",Eucalyptus marginata hangi cinse aittir?,"Eucalyptus marginata, ""Eucalyptus"" cinsine aittir."
wiki_86,1468187,Karataş Yahudi Hastanesi,"Karataş Yahudi Hastanesi ya da Karataş Musevi Hastanesi, 1827 yılında İzmir'in Konak ilçesinin Karataş semtinde Türk Yahudileri tarafından kurulan bir özel hastanedir.",1,"Karataş Yahudi Hastanesi ya da Karataş Musevi Hastanesi, 1827 yılında İzmir'in Konak ilçesinin Karataş semtinde Türk Yahudileri tarafından kurulan bir özel hastanedir.",Karataş Yahudi Hastanesi ne zaman ve kimler tarafından kurulmuştur?,"Karataş Yahudi Hastanesi, 1827 yılında Türk Yahudileri tarafından kurulmuştur."
wiki_88,1475378,Öğrenci andı,Öğrenci andı aşağıdaki anlamlara sahip olabilir:,1,Öğrenci andı aşağıdaki anlamlara sahip olabilir:,Metindeki bu cümle neyi ifade etmektedir?,"Bu cümle, öğrenci andının birden fazla yoruma veya anlama sahip olabileceğini ve bu anlamların metnin devamında sıralanacağını belirten bir giriş ifadesidir."
wiki_89,1477378,Chumma,"Chumma, Chummidae familyasına bağlı bir örümcek cinsidir.",1,"Chumma, Chummidae familyasına bağlı bir örümcek cinsidir.",Chumma nedir?,"Chumma, Chummidae familyasına bağlı bir örümcek cinsidir."
wiki_90,1481806,Jesse Moss,"Jesse Moss (4 Mayıs 1983 Vancouver, Kanada), rol aldığı Son Durak 3 filmi ve Whistler televizyon dizisiyle tanınan, 100'e yakın sinema filmi ve TV dizisinde rol almış Kanadalı aktör.",1,"Jesse Moss (4 Mayıs 1983 Vancouver, Kanada), rol aldığı Son Durak 3 filmi ve Whistler televizyon dizisiyle tanınan, 100'e yakın sinema filmi ve TV dizisinde rol almış Kanadalı aktör.","Jesse Moss, kariyeri boyunca yaklaşık olarak kaç sinema filmi ve televizyon dizisinde rol almıştır?","Jesse Moss, 100'e yakın sinema filmi ve televizyon dizisinde rol almıştır."
wiki_91,1483928,Türkiye Genç Kızlar Basketbol Şampiyonası,"Türkiye Genç Kızlar Basketbol Şampiyonası ya da Türkiye Genç Bayanlar Basketbol Şampiyonası, Türkiye Basketbol Federasyonu tarafından 1982'den beri düzenlenen ve basketbolda genç kızlar kategorisinde (16-18 yaş grubu) Türkiye şampiyonunu belirlemek için yapılan spor organizasyonu.",1,"Türkiye Genç Kızlar Basketbol Şampiyonası ya da Türkiye Genç Bayanlar Basketbol Şampiyonası, Türkiye Basketbol Federasyonu tarafından 1982'den beri düzenlenen ve basketbolda genç kızlar kategorisinde (16-18 yaş grubu) Türkiye şampiyonunu belirlemek için yapılan spor organizasyonu.",Türkiye Genç Kızlar Basketbol Şampiyonası hangi yaş grubundaki sporcular için düzenlenmektedir?,"Türkiye Genç Kızlar Basketbol Şampiyonası, 16-18 yaş grubundaki genç kız sporcuları için düzenlenmektedir."
wiki_92,1487512,Keith-Lee Castle,"Keith-Lee Castle (18 Eylül 1959, İngiltere) İngiliz aktör.",1,"Keith-Lee Castle (18 Eylül 1959, İngiltere) İngiliz aktör.",Metne göre Keith-Lee Castle kimdir?,"Keith-Lee Castle, 18 Eylül 1959 tarihinde İngiltere'de doğmuş bir İngiliz aktördür."
wiki_94,1498601,Teve2 tarafından yayınlanan programlar listesi,teve2'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarının bir listesidir.,1,teve2'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarının bir listesidir.,"Bu metinde bahsedilen liste, teve2 kanalındaki programları hangi zaman dilimlerine göre kapsamaktadır?","Liste, teve2'de daha önce yayınlanmış ve günümüzde yayınlanmakta olan televizyon programlarını kapsamaktadır."
wiki_97,1508631,Caroll Spinney,"Caroll Edwin Spinney (26 Aralık 1933 - 8 Aralık 2019), Amerikalı komedyen, oyuncu ve seslendirme sanatçısıdır.",1,"Caroll Edwin Spinney (26 Aralık 1933 - 8 Aralık 2019), Amerikalı komedyen, oyuncu ve seslendirme sanatçısıdır.",Caroll Edwin Spinney hangi mesleklerle tanınmaktadır?,"Caroll Edwin Spinney, Amerikalı bir komedyen, oyuncu ve seslendirme sanatçısıdır."
wiki_98,1512975,Benzersiz tanıtıcı,"Benzersiz tanıtıcı veya benzersiz tanımlayıcı (UID), bilişim alanında spesifik bir amaç ve (muhtemelen örtük olan) bir dizi nesne için kullanılan tüm tanıtıcılar arasında benzersiz olması garanti olan her türlü tanıtıcıdır.",1,"Benzersiz tanıtıcı veya benzersiz tanımlayıcı (UID), bilişim alanında spesifik bir amaç ve (muhtemelen örtük olan) bir dizi nesne için kullanılan tüm tanıtıcılar arasında benzersiz olması garanti olan her türlü tanıtıcıdır.","Verilen tanıma göre, bir Benzersiz Tanıtıcı'nın (UID) en temel ve ayırt edici özelliği nedir?","Bir Benzersiz Tanıtıcı'nın (UID) en temel özelliği, kullanıldığı tüm tanıtıcılar arasında benzersiz olmasının garanti edilmesidir."
